Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
558,Ciara O'Rourke,Audio is a “record of Biden trying to cover up his stolen documents crime.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0
559,Ciara O'Rourke,Andrew Tate was released from prison and “proven not guilty.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0
560,Ciara O'Rourke,Winston Churchill didn’t mention the Holocaust in his memoirs because it didn’t happen.,Instagram posts,"February 23, 2023",pants-fire,FAKE,0
561,Ciara O'Rourke,Canada has only “had 11 school shooting deaths … in history.”,Viral image,"February 23, 2023",half-true,REAL,1
562,Gabrielle Settles,Photo shows “what railways in Ohio look like while we send $40 billion to Ukraine.”,Facebook posts,"February 23, 2023",FALSE,FAKE,0
563,Samantha Putterman,"“Because the Covid shots are still manufactured under the Emergency Use Authorization, they can change up to 49% of the ingredients without FDA approval.""",Instagram posts,"February 22, 2023",FALSE,FAKE,0
564,Ciara O'Rourke,“Leaked audio recording of Biden and Zelenskyy talking in private.”,Viral image,"February 22, 2023",FALSE,FAKE,0
565,Ciara O'Rourke,A photo shows President Joe Biden and Ukrainian President Volodymyr Zelenskyy holding hands.,Viral image,"February 22, 2023",FALSE,FAKE,0
566,Ciara O'Rourke,The U.S. State Department has started a special immigrants visa “evacuation operation.”,Facebook posts,"February 22, 2023",FALSE,FAKE,0
567,Louis Jacobson,“I never claimed to be Jewish.”,George Santos,"February 22, 2023",pants-fire,FAKE,0
568,Yacob Reyes,"""Ron DeSantis voted to cut $473 billion from Medicare.""",DeSantis Watch,"February 22, 2023",half-true,REAL,1
569,Ciara O'Rourke,Richard Belzer died because of a COVID-19 vaccine.,Facebook posts,"February 22, 2023",FALSE,FAKE,0
570,Warren Fiske,Brown v. Board of Education “was never about sending Black children to white schools. It was about parents being able to decide where to send their children to school.”,Winsome Earle-Sears,"February 22, 2023",FALSE,FAKE,0
571,Jeff Cercone,"""Biden admin negotiates deal to give WHO authority over US pandemic policies.”",Instagram posts,"February 21, 2023",FALSE,FAKE,0
572,Paul Specht,“One man was actually killed” during 2020 protests of police brutality in Raleigh,Tim Moore,"February 21, 2023",FALSE,FAKE,0
573,Ciara O'Rourke,Video shows “the earthquake in Turkey.”,Facebook posts,"February 21, 2023",FALSE,FAKE,0
574,Loreben Tuquero,“Mickey Mouse to be replaced as official Disney mascot.”,Instagram posts,"February 20, 2023",FALSE,FAKE,0
575,Tom Kertscher,The dog dewormer fenbendazole can cure cancer in humans.,Facebook posts,"February 20, 2023",FALSE,FAKE,0
576,Louis Jacobson,"The “average tax” for billionaires is “about 3%,” which is “a lower tax than a schoolteacher or a firefighter.""",Joe Biden,"February 20, 2023",FALSE,FAKE,0
577,Jeff Cercone,“Seven ecological disasters in less than 2 weeks. … We are under attack.”,Facebook posts,"February 17, 2023",FALSE,FAKE,0
578,Ciara O'Rourke,KFC tweeted an image of a chicken drumstick for Black History Month.,Viral image,"February 17, 2023",FALSE,FAKE,0
579,Ciara O'Rourke,A photo shows birds that “dropped dead” in Kentucky after the train derailment in Ohio.,Facebook posts,"February 17, 2023",FALSE,FAKE,0
580,Ciara O'Rourke,“Criminal caught after cutting off 37 man buns.”,Viral image,"February 17, 2023",FALSE,FAKE,0
581,Ciara O'Rourke,The city of Atlanta is banning the word “women.”,Viral image,"February 17, 2023",FALSE,FAKE,0
582,Sara Swann,“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”,Occupy Democrats,"February 17, 2023",mostly-true,REAL,1
583,Loreben Tuquero,"At the World Economic Forum, Moderna CEO Stéphane Bancel admitted that his company produced 100,000 doses of COVID-19 vaccines in 2019, before the pandemic started.",Instagram posts,"February 17, 2023",FALSE,FAKE,0
584,Maria Ramirez,"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Tucker Carlson,"• February 17,",pants-fire,FAKE,0
585,Jeff Cercone,"In Australia, ""All joggers must wear a helmet.”",Facebook posts,"February 16, 2023",FALSE,FAKE,0
586,Ciara O'Rourke,President Joe Biden said “this s--- will turn your pacemaker off.”,Viral image,"February 16, 2023",pants-fire,FAKE,0
587,Ciara O'Rourke,Russian President Vladimir Putin “intercepts adrenochrome shipment headed to United States.”,Bloggers,"February 16, 2023",pants-fire,FAKE,0
588,Nusaiba Mizan,"""Energy costs are the highest in 15 years.""",Morgan Luttrell,"February 16, 2023",mostly-true,REAL,1
589,Jeff Cercone,"""Mother Teresa sold babies.”",Instagram posts,"February 15, 2023",FALSE,FAKE,0
590,Madison Czopek,"""It's President Biden who is proposing to cut Medicare Advantage.""",Tom Cotton,"February 15, 2023",FALSE,FAKE,0
591,Loreben Tuquero,“Michigan State University suspect is 22-year-old ‘Raymone Jordan.’”,Social Media,"February 15, 2023",FALSE,FAKE,0
592,Loreben Tuquero,"“Humans are not causing climate change.” Magnetic pole shifting “is causing havoc worldwide in weather, climate, earthquakes, tsunamis, etc.”",Instagram posts,"February 15, 2023",FALSE,FAKE,0
593,Jeff Cercone,"The earthquake in Turkey is a ""scripted"" use of geo engineering weather modification HAARP",Facebook posts,"February 15, 2023",FALSE,FAKE,0
594,Nusaiba Mizan,Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,Sawyer Hackett,"February 14, 2023",half-true,REAL,1
595,Andy Nguyen,"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",Erick Erickson,"February 14, 2023",half-true,REAL,1
596,Samantha Putterman,The Michigan State University shooter is a 21-year-old man named Lynn Dee Walker.,Facebook posts,"February 14, 2023",FALSE,FAKE,0
597,Amy Sherman,On running against Donald Trump for president.,Nikki Haley,"February 14, 2023",full-flop,FAKE,0
598,Samantha Putterman,Canada is to thank for American football.,Dave Grohl,"February 13, 2023",mostly-true,REAL,1
599,Sara Swann,The Kansas City Chiefs’ Super Bowl win has been “put on hold as NFL plans to launch an investigation on possible (performance-enhancing drug) use by Patrick Mahomes during halftime.”,Tweets,"February 13, 2023",pants-fire,FAKE,0
