Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
2356,Gabrielle Settles,"Magic Johnson tested positive for HIV ""because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""",Instagram posts,"January 13, 2023",pants-fire,FAKE,0,,
2357,Sara Swann,The cost of eggs has gone up 700%.,Facebook posts,"January 13, 2023",barely-true,FAKE,0,,
2358,Louis Jacobson,“Take-home pay for workers is going up.”,Joe Biden,"January 13, 2023",half-true,REAL,1,REAL,
2359,Madeline Heim,“Every pro-life Governor up for election in November won – by a large margin.”,Scott Walker,"January 13, 2023",mostly-true,REAL,1,REAL,
2360,Yacob Reyes,"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",Lindsay Cross,"January 13, 2023",half-true,REAL,1,REAL,
2361,Maria Ramirez,“The White House is now attempting to ban all gas ovens and burners.”,Sean Hannity,"• January 12,",FALSE,FAKE,0,,
2362,Ciara O'Rourke,Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,Viral image,"January 12, 2023",pants-fire,FAKE,0,,
2363,Ciara O'Rourke,Video shows Hillary Clinton being arrested.,Viral image,"January 12, 2023",pants-fire,FAKE,0,,
2364,Gabrielle Settles,“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,Instagram posts,"January 12, 2023",pants-fire,FAKE,0,,
2365,Ciara O'Rourke,Coronavirus is a Latin word for “heart attack virus.”,Viral image,"January 12, 2023",FALSE,FAKE,0,,
2366,Tom Kertscher,Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the “2000 Mules” movie’s use of cell data is unfounded.,John Rich,"January 12, 2023",FALSE,FAKE,0,,
2367,Jeff Cercone,The election in Brazil “was very clearly a rigged election.”,Tucker Carlson,"January 12, 2023",FALSE,FAKE,0,,
2368,Louis Jacobson,A “default on our debt” would be unprecedented in American history.,Hakeem Jeffries,"January 11, 2023",mostly-true,REAL,1,REAL,
2369,Ciara O'Rourke,MMA fighter Victoria Lee died because of a COVID-19 vaccine.,Facebook posts,"January 11, 2023",FALSE,FAKE,0,,
2370,Amy Sherman,"""Parents that go to school board meetings"" and question the curriculum are being ""flagged by the Department of Justice and the FBI for attending a meeting.""",Scott Perry,"January 10, 2023",FALSE,FAKE,0,,
2371,Tom Kertscher,"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.""",Robert Malone,"January 10, 2023",FALSE,FAKE,0,,
2372,D.L. Davis,"""Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.""",Melissa Agard,"January 10, 2023",TRUE,REAL,1,REAL,
2373,Andy Nguyen,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia.",Instagram posts,"January 9, 2023",pants-fire,FAKE,0,,
2374,Samantha Putterman,Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,Tweets,"January 9, 2023",FALSE,FAKE,0,,
2375,Louis Jacobson,"As president, Donald Trump “marshaled the full power of government to stop deadly drugs, opioids, and fentanyl from coming into our country. As a result, drug overdose deaths declined nationwide for the first time in nearly 30 years.""",Donald Trump,"January 9, 2023",barely-true,FAKE,0,,
2376,Jill Terreri,"A $5,000 stimulus loan is available.",Facebook posts,"• January 6,",FALSE,FAKE,0,,
2377,Gabrielle Settles,“Ray Epps confessed to Jan. 6 Committee he ‘orchestrated’ attack on Capitol”,Instagram posts,"January 6, 2023",barely-true,FAKE,0,,
2378,Gabrielle Settles,"Tee Higgins ""isn't even leaving the hospital till he knows (Damar) Hamlin is OK.""",Facebook posts,"January 6, 2023",FALSE,FAKE,0,,
2379,Samantha Putterman,"""Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.""",Newsmax,"January 6, 2023",FALSE,FAKE,0,,
2380,Maria Ramirez,"Since a new immigration program was implemented, the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1,100 per day to less than 250 per day on average.”",Joe Biden,"• January 6,",mostly-true,REAL,1,REAL,
2381,Laura Schulte,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,Tom Tiffany,"January 6, 2023",barely-true,FAKE,0,,
2382,Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",FALSE,FAKE,0,,
2383,Warren Fiske,“Kevin Adams wants to ban abortion.”,Aaron Rouse,"January 5, 2023",barely-true,FAKE,0,,
2384,Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",FALSE,FAKE,0,,
2385,Yacob Reyes,"After Joe Biden became vice president, at the behest of his father, he gave his uncle, Frank H. Biden, a Purple Heart for serving in the U.S. military during World War II.",Joe Biden,"December 20, 2022",FALSE,FAKE,0,,
2386,Tom Kertscher,"Says he has been to “Afghanistan, Iraq and those areas” twice as president.",Joe Biden,"December 20, 2022",FALSE,FAKE,0,,
2387,Andy Nguyen,“Literally five (homeless) people a day die on our streets” in the city of Los Angeles.,Karen Bass,"December 20, 2022",mostly-true,REAL,1,REAL,
2388,Liam Halawith,Luana Stoltenberg “originally LOST her race for Iowa State House when Machines declared the Democrat the Winner.”,Kari Lake,"December 20, 2022",half-true,REAL,1,REAL,
2389,Ciara O'Rourke,Tesla launched a cryptocurrency platform that “aims to help families become wealthier.”,Bloggers,"December 20, 2022",FALSE,FAKE,0,,
2390,Ciara O'Rourke,A video shows Rep. Matt Gaetz threatening Robert Mueller with jail time.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,,
2391,Ciara O'Rourke,"Elon Musk said, “I predict that I will buy tomorrow the entire Meta company.”",Instagram posts,"December 20, 2022",FALSE,FAKE,0,,
2392,Ciara O'Rourke,People who stole U.S. Postal Service uniforms are posing as postal workers and robbing people at gunpoint.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,,
2393,Jeff Cercone,“The FDA finally came out and said that Pfizer’s COVID shot causes blood clots.”,Instagram posts,"December 20, 2022",FALSE,FAKE,0,,
2394,Ciara O'Rourke,“The Simpsons predicted Pizzagate.”,Viral image,"December 20, 2022",pants-fire,FAKE,0,,
2395,Ciara O'Rourke,A video shows Jim Jordan saying the 2020 “election was stolen.”,Facebook posts,"December 20, 2022",FALSE,FAKE,0,,
2396,Ciara O'Rourke,A video shows migrants faking tears for news cameras.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,,
2397,Ciara O'Rourke,"Elon Musk said, “In some parts of the world, journalists get murdered for crossing the wrong people.”",Viral image,"December 20, 2022",FALSE,FAKE,0,,
2398,Madison Czopek,"“My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk.”",Elon Musk,"December 19, 2022",full-flop,FAKE,0,,
2399,Ciara O'Rourke,Russia’s Army was “destroyed.”,Facebook posts,"December 19, 2022",FALSE,FAKE,0,,
2400,Ciara O'Rourke,Cellphones can be used to pop popcorn kernels.,Facebook posts,"December 19, 2022",FALSE,FAKE,0,,
2401,Ciara O'Rourke,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,Viral image,"December 19, 2022",FALSE,FAKE,0,,
2402,Yacob Reyes,"Florida Senate Bill 2A does not provide ""immediate relief"" to homeowners dealing with high property insurance rates and ""will force some … constituents to pay up to 20% more.""",Rita Harris,"December 19, 2022",mostly-true,REAL,1,REAL,
2403,Tom Kertscher,"The U.S. ""trade deficit with China has gone from about $80 billion a year in the 1990s to $400 billion a year.”",Ro Khanna,"December 19, 2022",mostly-true,REAL,1,REAL,
2404,Ciara O'Rourke,A video shows lawmakers in compromising positions with children.,Viral image,"December 16, 2022",pants-fire,FAKE,0,,
2405,Andy Nguyen,A “well-crafted garlic salve” can “heal any ailment of the lungs and respiratory system.”,Instagram posts,"December 16, 2022",FALSE,FAKE,0,,
2406,Ciara O'Rourke,A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with “‘possible’ jail time.”,Facebook posts,"December 16, 2022",pants-fire,FAKE,0,,
2407,Ciara O'Rourke,"Says U.S. Rep. Katie Porter, D-Calif., “says pedophilia isn’t a crime — it’s an identity.”",Viral image,"December 16, 2022",pants-fire,FAKE,0,,
2408,D.L. Davis,"""Latina workers make 54 cents for every dollar earned by white, non-Hispanic men.""",Tammy Baldwin,"December 16, 2022",TRUE,REAL,1,REAL,
2409,Jeff Cercone,"Human traffickers are putting toxin-laced tissues on gas pumps and door handles, then waiting for potential victims to pass out.",Instagram posts,"December 16, 2022",FALSE,FAKE,0,,
2410,Madison Czopek,The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,Instagram posts,"December 16, 2022",FALSE,FAKE,0,,
2411,Jeff Cercone,"There are a record high cases of flu in the U.S. this year, and “last year there were none.”",Instagram posts,"December 15, 2022",FALSE,FAKE,0,,
2412,Ciara O'Rourke,Stephen Boss died because of the COVID-19 vaccine.,Tweets,"December 15, 2022",FALSE,FAKE,0,,
2413,Gabrielle Settles,"Video shows Sen. John Kennedy telling Secretary of Homeland Security Alejandro Mayorkas, “You will be impeached.”",Facebook posts,"December 15, 2022",FALSE,FAKE,0,,
2414,Ciara O'Rourke,"Video shows Attorney General Merrick Garland saying, “Wait for revenge.”",Facebook posts,"December 15, 2022",pants-fire,FAKE,0,,
2415,Amy Sherman,Kari Lake’s lawsuit “exposes Arizona used no signature verification.”,Facebook posts,"December 15, 2022",FALSE,FAKE,0,,
2416,Kristin Hugo,"England’s Oxfordshire County Council has passed a trial ""climate lockdown,"" “confining residents to their own neighbourhoods.”",Facebook posts,"December 15, 2022",FALSE,FAKE,0,,
2417,Ciara O'Rourke,Pfizer confirmed stiff-person syndrome is an adverse effect of the COVID-19 vaccine.,Instagram posts,"December 15, 2022",FALSE,FAKE,0,,
2418,Ciara O'Rourke,Grant Wahl died because of the COVID-19 vaccine.,Facebook posts,"December 14, 2022",FALSE,FAKE,0,,
2419,Yacob Reyes,"Sen. Kyrsten Sinema ""voted with the president 93% of the time.""",Karine Jean-Pierre,"December 14, 2022",mostly-true,REAL,1,REAL,
2420,Louis Jacobson,"“For the last several months, wages have gone up more than prices have gone up.”",Joe Biden,"December 14, 2022",mostly-true,REAL,1,REAL,
2421,Gabrielle Settles,The Federal Reserve “has suspended the availability of new currency.”,Facebook posts,"December 14, 2022",FALSE,FAKE,0,,
2422,Tom Kertscher,Joe Biden’s $36 billion for a union pension fund is “the largest private pension bailout in American history.”,Kevin Brady,"December 14, 2022",TRUE,REAL,1,REAL,
2423,Warren Fiske,“The Virginia GOP education agenda (would) erase slavery from VA history.”,Democratic Legislative Campaign Committee,"December 14, 2022",barely-true,FAKE,0,,
2424,Andy Nguyen,"Large machinery is “required to move 500,000 pounds of earth in order to get the minerals needed for one single Tesla car battery.”",Instagram posts,"December 13, 2022",FALSE,FAKE,0,,
2425,Ciara O'Rourke,The war in Ukraine is “all over.”,Facebook posts,"December 13, 2022",FALSE,FAKE,0,,
2426,Ciara O'Rourke,This video shows Chuck Grassley demanding Joe Biden’s “resignation.”,Facebook posts,"December 13, 2022",FALSE,FAKE,0,,
2427,Ciara O'Rourke,Early vote counts after the polls closed in Georgia’s U.S. Senate runoff are evidence of election fraud.,Instagram posts,"December 13, 2022",pants-fire,FAKE,0,,
2428,Amy Sherman,“We have 85 million Americans who have no health insurance.”,Bernie Sanders,"December 13, 2022",half-true,REAL,1,REAL,
2429,Jeff Cercone,Recent blood clots or strokes in four major athletes are an unwanted effect of COVID-19 vaccines.,Facebook posts,"December 13, 2022",FALSE,FAKE,0,,
2430,Madison Czopek,The Human Meat Project is using donated bodies and organs to create “alternative meat consumption options.”,Facebook posts,"December 12, 2022",FALSE,FAKE,0,,
2431,Ciara O'Rourke,“JAG charges Nancy Pelosi with treason and seditious conspiracy.”,Viral image,"December 12, 2022",pants-fire,FAKE,0,,
2432,Ciara O'Rourke,"Pfizer CEO Albert Bourla resigned, saying mRNA vaccines are “not safe.”",Viral image,"December 12, 2022",FALSE,FAKE,0,,
2433,Jill Terreri,Proposed rule would limit milk for WIC participants,Elise Stefanik,"• December 10,",TRUE,REAL,1,REAL,
2434,Ciara O'Rourke,Katie Hobbs signing Arizona’s election certification was “unconstitutional.”,Viral image,"December 9, 2022",FALSE,FAKE,0,,
2435,Ciara O'Rourke,"Elon Musk tweeted, “The Democrats paid the CEO Jack Dorsey of Twitter millions of dollars to block and delete people’s pages during the 2020 election.”",Viral image,"December 9, 2022",FALSE,FAKE,0,,
2436,Andy Nguyen,"“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",Instagram posts,"December 9, 2022",FALSE,FAKE,0,,
2437,Ciara O'Rourke,Fluctuating vote count in Fox News coverage of the Georgia U.S. Senate runoff is evidence of voter fraud.,Viral image,"December 9, 2022",FALSE,FAKE,0,,
2438,Ciara O'Rourke,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,Instagram posts,"December 9, 2022",pants-fire,FAKE,0,,
2439,Ciara O'Rourke,Video shows a child telling Jill Biden to “shut up” during a speech.,Instagram posts,"December 9, 2022",FALSE,FAKE,0,,
2440,Ciara O'Rourke,Video shows former President Donald Trump saying he “just can’t be upset” with Kanye West.,Viral image,"December 9, 2022",FALSE,FAKE,0,,
2441,Ciara O'Rourke,Fluctuating Georgia U.S. Senate runoff vote count is evidence of election fraud.,Viral image,"December 9, 2022",FALSE,FAKE,0,,
2442,D.L. Davis,"In Milwaukee, ""The (homicide) rate has nearly doubled in the past two years.""",Bryan Steil,"December 9, 2022",TRUE,REAL,1,REAL,
2443,Ciara O'Rourke,“Holiday heart syndrome” is a cover for deaths caused by the COVID-19 vaccine.,Viral image,"December 9, 2022",FALSE,FAKE,0,,
2444,Ciara O'Rourke,Drone footage confirms Jeffrey Epstein is alive.,Instagram posts,"December 8, 2022",pants-fire,FAKE,0,,
2445,Jeff Cercone,Paul Pelosi hasn’t been seen in public for months because he had mpox.,Instagram posts,"December 8, 2022",pants-fire,FAKE,0,,
2446,Gabrielle Settles,"On the day of the Dec. 6 runoff, “armed groups of Black Panthers” were “reportedly patrolling certain voting locations” in Georgia.",Kelly Loeffler,"December 8, 2022",FALSE,FAKE,0,,
2447,Ciara O'Rourke,News clip showing Herschel Walker with early lead in Georgia U.S. Senate runoff is evidence of fraud.,Viral image,"December 8, 2022",pants-fire,FAKE,0,,
2448,Ciara O'Rourke,Marjorie Taylor Greene quoted Adolf Hitler on Christianity.,Viral image,"December 8, 2022",FALSE,FAKE,0,,
2449,Tom Kertscher,"In the first three quarters of 2022, “the railroad industry made $21 billion in profits, provided $25 billion in stock buybacks and dividends” and CEOs are paid up to $20 million a year, while railroad workers have ""zero guaranteed sick leave.""",Bernie Sanders,"December 8, 2022",mostly-true,REAL,1,REAL,
2450,Jeff Cercone,"Canada is ""allowing children to seek out medically assisted death.”",Instagram posts,"December 7, 2022",FALSE,FAKE,0,,
2451,Ciara O'Rourke,“‘Child trafficking camp’ discovered in Arizona.”,Viral image,"December 7, 2022",pants-fire,FAKE,0,,
2452,Ciara O'Rourke,Kirstie Alley faked her death.,Instagram posts,"December 7, 2022",pants-fire,FAKE,0,,
2453,Ciara O'Rourke,A photo shows a CIA agent impersonating Adolf Hitler.,Viral image,"December 7, 2022",FALSE,FAKE,0,,
2454,Ciara O'Rourke,"President Joe Biden’s daughter-in-law tweeted, “The press is also covering up serious health issues that my father in law is facing. The plan is for Kamala to get a one track ride to the nomination in 2024.”",Viral image,"December 6, 2022",pants-fire,FAKE,0,,
2455,Gabrielle Settles,Says Hitler said Black people are the “true Hebrews.”,Instagram posts,"December 6, 2022",FALSE,FAKE,0,,
2456,Kristin Hugo,"""Climate activists vow to slaughter millions of dogs to ‘reduce carbon pawprint.’”",Instagram posts,"December 6, 2022",pants-fire,FAKE,0,,
2457,Louis Jacobson,"“The revelation of massive & widespread fraud & deception” in the 2020 election “allows for the termination of all rules, regulations, and articles, even those found in the Constitution.”",Donald Trump,"December 6, 2022",pants-fire,FAKE,0,,
2458,Ciara O'Rourke,Photo shows Rep. Adam Schiff and a “little boy he killed.”,Viral image,"December 6, 2022",pants-fire,FAKE,0,,
2459,Haley Tenore,The law prohibits current Secretary of State Katie Hobbs from overseeing the election while she was a candidate for governor.,Paul Gosar,"December 6, 2022",FALSE,FAKE,0,,
2460,Jeff Cercone,Henry Kissinger’s “deathbed confession” shows “Adolf Hitler was buried in Spain” and lived to age 68.,Instagram posts,"December 6, 2022",pants-fire,FAKE,0,,
2461,Maria Ramirez,The border wall and the ‘Remain in Mexico’ policy “reduced illegal immigration by 90%.”,Mike Pence,"• December 6,",FALSE,FAKE,0,,
2462,Maria Ramirez,“Only about 20%” of people who apply for asylum qualify for it.,Jeh Johnson,"• December 6,",FALSE,FAKE,0,,
2463,Gabrielle Settles,The 2021 infrastructure bill requires all new vehicles to have kill switches that will stop vehicle operation and alert law enforcement when drivers are impaired.,Instagram posts,"December 5, 2022",barely-true,FAKE,0,,
2464,Gabrielle Settles,Hitler “didn’t kill 6 million Jews” and “the Holocaust is not what happened.”,Kanye West,"December 5, 2022",pants-fire,FAKE,0,,
2465,Vanessa Swales,“Wisconsin elementary school students buck national trends in ‘National Report Card’ release.”,Jill Underly,"December 5, 2022",barely-true,FAKE,0,,
2466,Andy Nguyen,“They removed your ability to go buy firearms the day of election.”,Instagram posts,"December 2, 2022",FALSE,FAKE,0,,
2467,Jeff Cercone,"“There may be a new pandemic on the way after the release of a 50,000-year-old zombie virus.”",Instagram posts,"December 2, 2022",FALSE,FAKE,0,,
2468,Jeff Cercone,Arizona midterm election was unlawful because the lab used to certify voting machines was not accredited.,Instagram posts,"December 2, 2022",FALSE,FAKE,0,,
2469,Warren Fiske,"“When you compare us to the European Union, we're something like 23 times more likely” to have homicides and handgun killings.",Cliff Hayes,"December 2, 2022",mostly-true,REAL,1,REAL,
2470,Madeline Heim,“An overwhelming majority of Wisconsinites support restoring #Roe and legalizing marijuana.”,Tony Evers,"December 2, 2022",mostly-true,REAL,1,REAL,
2471,Yacob Reyes,“60% of counties in this country are refusing to implement the nation's gun laws.”,Chris Murphy,"December 1, 2022",half-true,REAL,1,REAL,
2472,Ciara O'Rourke,Rod Rosenstein and John Podesta are the sons of Nazi leaders.,Instagram posts,"December 1, 2022",pants-fire,FAKE,0,,
2473,Ciara O'Rourke,Video confirms Pfizer’s CEO is “reptilian.”,Viral image,"December 1, 2022",pants-fire,FAKE,0,,
2474,Amy Sherman,"Herschel Walker “is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests.""",League of Conservation Voters,"December 1, 2022",half-true,REAL,1,REAL,
2475,Laura Schulte,"“A lot of the programs (that were) started during the pandemic are still going, even though the pandemic is long over.”",Robin Vos,"December 1, 2022",barely-true,FAKE,0,,
2476,Louis Jacobson,"""I think President Trump came out four times and condemned” Nick Fuentes.",Kevin McCarthy,"November 30, 2022",FALSE,FAKE,0,,
2477,Ciara O'Rourke,Country singer Jake Flint died because of the COVID-19 vaccine.,Instagram posts,"November 30, 2022",FALSE,FAKE,0,,
2478,Sara Swann,Suggests virologist’s death is linked to COVID-19 vaccines.,Instagram posts,"November 30, 2022",FALSE,FAKE,0,,
2479,Jill Terreri,No NASA Challenger rocket blew up with people on it.,Instagram posts,"• November 30,",pants-fire,FAKE,0,,
2480,Ciara O'Rourke,“Disney pushes ‘We love Satan’ in new family Christmas movie.”,Viral image,"November 30, 2022",FALSE,FAKE,0,,
2481,Ciara O'Rourke,Elon Musk said he’s buying Snapchat.,Viral image,"November 30, 2022",FALSE,FAKE,0,,
2482,Louis Jacobson,“Gas prices are down back to where they were before Russia invaded Ukraine.”,Joe Biden,"November 30, 2022",TRUE,REAL,1,REAL,
2483,Madison Czopek,"“Maricopa County announced that on Election Day over 540,000 voters visited one of the 223” vote centers, but final official results data claimed that “only 248,070 people voted.”",Instagram posts,"November 30, 2022",FALSE,FAKE,0,,
2484,Tom Kertscher,"“(Raphael) Warnock’s camp was shut down for failing to report five findings of child abuse and neglect.""",Herschel Walker,"November 29, 2022",half-true,REAL,1,REAL,
2485,Ciara O'Rourke,“Saudi team gets $460K Rolls-Royces for upset win.”,Viral image,"November 29, 2022",FALSE,FAKE,0,,
2486,Andy Nguyen,Climate change is “dictated by solar activity and the moon” and has “nothing to do with mankind.”,Instagram posts,"November 29, 2022",FALSE,FAKE,0,,
2487,Ciara O'Rourke,"Qatar refused “to receive the German national team’s plane, which bears the gay logo, which forced them to return the plane to the airport of the Sultanate of Oman.”",Instagram posts,"November 29, 2022",FALSE,FAKE,0,,
2488,Jeff Cercone,"Images of a woman having bloody makeup applied show ""fake combatant photos” in Ukraine.",Instagram posts,"November 28, 2022",FALSE,FAKE,0,,
2489,Maria Ramirez,The Biden administration is deporting Cubans “because Cubans by and large are conservatives.”,Instagram posts,"• November 23,",FALSE,FAKE,0,,
2490,Yacob Reyes,"Suggests ""108 FIFA registered players/coaches have died"" because of COVID-19 vaccines.",Instagram posts,"November 22, 2022",FALSE,FAKE,0,,
2491,Jeff Cercone,The College of Physicians and Surgeons of Ontario suggested “that ‘unvaccinated’ people are mentally ill and in need of psychiatric medication.”,TikTok posts,"November 22, 2022",FALSE,FAKE,0,,
2492,Andy Nguyen,“Joe Biden is being investigated for human trafficking and is guilty.”,Instagram posts,"November 22, 2022",FALSE,FAKE,0,,
2493,Amy Sherman,Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Raphael Warnock,"November 22, 2022",mostly-true,REAL,1,REAL,
2494,Andy Nguyen,John Kerry at COP27 climate summit spoke about wanting to “wipe out the middle class … get you under the central banking digital currency system.”,Instagram posts,"November 22, 2022",FALSE,FAKE,0,,
2495,Andy Nguyen,The Club Q shooting was a “false flag.”,Tweets,"November 22, 2022",pants-fire,FAKE,0,,
2496,Gabrielle Settles,Trump tweeted about his return to Twitter on Nov. 19.,Instagram posts,"November 21, 2022",pants-fire,FAKE,0,,
2497,Ciara O'Rourke,Video shows Arizona ballots “break chain of custody in Arizona.”,Instagram posts,"November 21, 2022",FALSE,FAKE,0,,
2498,Ciara O'Rourke,The Arizona gubernatorial race was a “fraudulent election.”,Instagram posts,"November 21, 2022",pants-fire,FAKE,0,,
2499,Ciara O'Rourke,“Bill Gates tells G20 world leaders that ‘death panels’ will soon be required.”,Viral image,"November 21, 2022",pants-fire,FAKE,0,,
2500,Ciara O'Rourke,Sunny Hostin of “The View” admitted to voter fraud.,Viral image,"November 21, 2022",FALSE,FAKE,0,,
2501,Jill Terreri,Increases in respiratory syncytial virus in children are linked to the COVID-19 vaccine.,Instagram posts,"• November 21,",FALSE,FAKE,0,,
2502,Ciara O'Rourke,"Ballots recovered from a Santa Clara County, California, ravine are evidence of “how the left cheats to win.”",Viral image,"November 18, 2022",FALSE,FAKE,0,,
2503,Ciara O'Rourke,A fake Nancy Pelosi said she won’t seek the speaker position again because the real Pelosi was arrested in 2021.,Instagram posts,"November 18, 2022",pants-fire,FAKE,0,,
2504,Ciara O'Rourke,The World Health Organization director general confirmed “some countries are using boosters to kill children.”,Viral image,"November 18, 2022",FALSE,FAKE,0,,
2505,Ciara O'Rourke,The number of followers Katie Hobbs and Kari Lake have on Instagram suggests election fraud.,Viral image,"November 18, 2022",pants-fire,FAKE,0,,
2506,Gabrielle Settles,Video is evidence of a recent increase in robberies in Spain by “migrants from the Middle East and Africa.”,Instagram posts,"November 18, 2022",FALSE,FAKE,0,,
2507,Tom Kertscher,"""They say the ocean will rise one-eighth of an inch over the next 200 to 300 years.""",Donald Trump,"November 17, 2022",pants-fire,FAKE,0,,
2508,Ciara O'Rourke,Photo shows “ballots not counted in California and this is only one polling location. Yet Gavin Newsom was declared governor minutes after polling stations closed.”,Viral image,"November 17, 2022",barely-true,FAKE,0,,
2509,Amy Sherman,Bags arriving at the Maricopa County vote counting site are evidence of “Democrats with the help of the media and GOP establishment stealing another election.”,Instagram posts,"November 17, 2022",pants-fire,FAKE,0,,
2510,Madison Czopek,"President Joe Biden said, “I know you all know there’s no climate problem,” proving that people have been “lying for decades” about climate change.",Instagram posts,"November 17, 2022",FALSE,FAKE,0,,
2511,Amy Sherman,“Republicans want to raise the voting to age 28.”,Sunny Hostin,"November 17, 2022",FALSE,FAKE,0,,
2512,Ciara O'Rourke,“European royals killing naked children for fun at hunting parties.”,Viral image,"November 17, 2022",pants-fire,FAKE,0,,
2513,Ciara O'Rourke,Photo shows Jeff Bezos’s clone.,Viral image,"November 17, 2022",pants-fire,FAKE,0,,
2514,Tom Kertscher,"Raphael Warnock ""believes in no cash bail"" and ""letting people out of prison that are going to make us prisoners in our own home.""",Herschel Walker,"November 17, 2022",barely-true,FAKE,0,,
2515,Ciara O'Rourke,“Biden ‘child porn’ shock” headline was “front page news in Australia.”,Viral image,"November 17, 2022",FALSE,FAKE,0,,
2516,Ciara O'Rourke,“Florida man arrested for using a lost U.S. nuke to power his home for more than 27 years.”,Viral image,"November 16, 2022",pants-fire,FAKE,0,,
2517,Madison Czopek,It’s proof of “voter fraud” that it takes some states days to count 2 million votes while Florida results were available on election night.,Instagram posts,"November 16, 2022",FALSE,FAKE,0,,
2518,Jeff Cercone,A livestream failing in Nevada is “one of the ways blue states steal elections.”,Instagram posts,"November 16, 2022",FALSE,FAKE,0,,
2519,Ciara O'Rourke,Footage shows Dallas pollbooks fraudulently “adding hundreds of voters in real time as the poll was being closed.”,Instagram posts,"November 16, 2022",FALSE,FAKE,0,,
2520,Ciara O'Rourke,“The CEO of FTX is the daughter of the chairman of the SEC.”,Viral image,"November 16, 2022",FALSE,FAKE,0,,
2521,Gabrielle Settles,"Dr. Anthony Fauci, Ron DeSantis and others “are ALL in a diamond mining business in Oklahoma together!”",Instagram posts,"November 16, 2022",pants-fire,FAKE,0,,
2522,Ciara O'Rourke,Split election results show the Arizona governor’s race was rigged.,Instagram posts,"November 16, 2022",pants-fire,FAKE,0,,
2523,Jeff Cercone,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,Instagram posts,"November 15, 2022",FALSE,FAKE,0,,
2524,Maria Ramirez,"“Iran sentences 15,000 protesters to death.”",Instagram posts,"• November 15,",FALSE,FAKE,0,,
2525,Ciara O'Rourke,Amazon’s Alexa confirms Michelle Obama “was born Michael LaVaughn Robinson.”,Viral image,"November 15, 2022",pants-fire,FAKE,0,,
2526,Ciara O'Rourke,"No, the Pennsylvania Senate race wasn’t ‘rigged’",Viral image,"November 15, 2022",pants-fire,FAKE,0,,
2527,Andy Nguyen,The death of a 4-year-old who appeared in vaccination campaign posters is linked to vaccines.,Instagram posts,"November 15, 2022",FALSE,FAKE,0,,
2528,Chad Bradley,"“We waited 24 hours and got a measly 62k votes"" in Maricopa County",Mark Finchem,"November 14, 2022",FALSE,FAKE,0,,
2529,Ciara O'Rourke,"Maggie Hassan won “1,100 votes from town with population under 700.”",Viral image,"November 14, 2022",FALSE,FAKE,0,,
2530,Yacob Reyes,"In the 2018 Florida governor's race ""votes were being stolen by the corrupt election process in Broward. … I sent in the FBI and the U.S. Attorneys, and the ballot theft immediately ended. … I stopped his Election from being stolen.""",Donald Trump,"November 11, 2022",pants-fire,FAKE,0,,
2531,Ciara O'Rourke,A New York election results map is evidence of fraud.,Viral image,"November 11, 2022",FALSE,FAKE,0,,
2532,Maria Ramirez,"Election results in Clark County, Nevada, and Arizona are not yet known because those places “want more time to cheat.”",Donald Trump,"• November 11,",pants-fire,FAKE,0,,
2533,Gabrielle Settles,“Many elections in Bexar are being called with 0% of precincts reporting! I smell MAJOR FRAUD!”,Instagram posts,"November 11, 2022",FALSE,FAKE,0,,
2534,Ciara O'Rourke,Democrats used “47 million mail-in ballots” to steal “every election in the country.”,Instagram posts,"November 11, 2022",pants-fire,FAKE,0,,
